count,name,artist_mbid,tag,n,clust_x3,clust_x5,clust_x10,clust_x15
10,singer-songwriter,680466d6-f05b-44f6-858d-625d1b5087f6,singer_songwriter,46,1,1,10,13
100,post-rock,9ce4b4f8-5801-4c95-a471-dcea403712c7,post_rock,51,3,5,9,11
68,ambient,9ce4b4f8-5801-4c95-a471-dcea403712c7,ambient,43,3,5,9,11
45,instrumental,9ce4b4f8-5801-4c95-a471-dcea403712c7,instrumental,87,3,5,9,12
24,electronic,9ce4b4f8-5801-4c95-a471-dcea403712c7,electronic,36,3,5,9,11
24,experimental,9ce4b4f8-5801-4c95-a471-dcea403712c7,experimental,48,3,5,9,11
12,swedish,9ce4b4f8-5801-4c95-a471-dcea403712c7,swedish,14,3,3,8,9
8,post rock,9ce4b4f8-5801-4c95-a471-dcea403712c7,post_rock,51,3,5,9,11
5,atmospheric,9ce4b4f8-5801-4c95-a471-dcea403712c7,atmospheric,17,3,3,8,9
3,indie,9ce4b4f8-5801-4c95-a471-dcea403712c7,indie,74,1,1,1,1
100,nu metal,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,nu_metal,32,1,1,10,13
57,rock,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,rock,216,2,2,3,3
53,alternative,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,alternative,133,2,2,2,4
37,metal,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,metal,168,2,2,7,10
13,nu-metal,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,nu_metal,32,1,1,10,13
13,alternative rock,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,alternative_rock,76,1,1,1,1
7,hard rock,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,hard_rock,58,1,1,10,13
6,alternative metal,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c,alternative_metal,24,1,1,10,13
100,rock,f59c5520-5f46-4d2c-b2c4-822eabf53419,rock,216,2,2,3,3
92,nu metal,f59c5520-5f46-4d2c-b2c4-822eabf53419,nu_metal,32,1,1,10,13
74,alternative rock,f59c5520-5f46-4d2c-b2c4-822eabf53419,alternative_rock,76,1,1,1,1
67,alternative,f59c5520-5f46-4d2c-b2c4-822eabf53419,alternative,133,2,2,2,4
37,metal,f59c5520-5f46-4d2c-b2c4-822eabf53419,metal,168,2,2,7,10
13,nu-metal,f59c5520-5f46-4d2c-b2c4-822eabf53419,nu_metal,32,1,1,10,13
7,alternative metal,f59c5520-5f46-4d2c-b2c4-822eabf53419,alternative_metal,24,1,1,10,13
6,american,f59c5520-5f46-4d2c-b2c4-822eabf53419,american,169,2,2,2,2
100,post-rock,9df9b90e-53ec-458e-954a-69650cbe84eb,post_rock,51,3,5,9,11
51,instrumental,9df9b90e-53ec-458e-954a-69650cbe84eb,instrumental,87,3,5,9,12
40,progressive rock,9df9b90e-53ec-458e-954a-69650cbe84eb,progressive_rock,18,3,3,8,9
22,german,9df9b90e-53ec-458e-954a-69650cbe84eb,german,26,3,5,9,15
15,post rock,9df9b90e-53ec-458e-954a-69650cbe84eb,post_rock,51,3,5,9,11
10,post-metal,9df9b90e-53ec-458e-954a-69650cbe84eb,post_metal,12,3,3,8,9
5,experimental,9df9b90e-53ec-458e-954a-69650cbe84eb,experimental,48,3,5,9,11
4,atmospheric,9df9b90e-53ec-458e-954a-69650cbe84eb,atmospheric,17,3,3,8,9
4,progressive,9df9b90e-53ec-458e-954a-69650cbe84eb,progressive,15,3,3,8,9
3,progressive metal,9df9b90e-53ec-458e-954a-69650cbe84eb,progressive_metal,18,3,3,8,9
100,melodic death metal,fbaf9542-0af2-4605-8708-d52e57d53925,melodic_death_metal,31,1,4,6,14
49,metalcore,fbaf9542-0af2-4605-8708-d52e57d53925,metalcore,124,2,2,7,8
20,death metal,fbaf9542-0af2-4605-8708-d52e57d53925,death_metal,44,1,4,6,14
19,metal,fbaf9542-0af2-4605-8708-d52e57d53925,metal,168,2,2,7,10
3,hardcore,fbaf9542-0af2-4605-8708-d52e57d53925,hardcore,186,2,2,4,5
100,jazz,eea8a864-fcda-4602-9569-38ab446decd6,jazz,33,3,3,8,9
43,blues,eea8a864-fcda-4602-9569-38ab446decd6,blues,20,3,3,8,9
23,oldies,eea8a864-fcda-4602-9569-38ab446decd6,oldies,19,3,3,8,9
5,soul,eea8a864-fcda-4602-9569-38ab446decd6,soul,23,3,3,8,9
5,american,eea8a864-fcda-4602-9569-38ab446decd6,american,169,2,2,2,2
100,piano,fa34b363-79df-434f-a5b8-be4e6898543f,piano,44,3,5,9,12
72,classical,fa34b363-79df-434f-a5b8-be4e6898543f,classical,48,3,5,9,12
65,contemporary classical,fa34b363-79df-434f-a5b8-be4e6898543f,contemporary_classical,21,3,5,9,15
57,instrumental,fa34b363-79df-434f-a5b8-be4e6898543f,instrumental,87,3,5,9,12
37,ambient,fa34b363-79df-434f-a5b8-be4e6898543f,ambient,43,3,5,9,11
15,neoclassical,fa34b363-79df-434f-a5b8-be4e6898543f,neoclassical,14,3,5,9,15
13,italian,fa34b363-79df-434f-a5b8-be4e6898543f,italian,15,3,5,9,15
10,modern classical,fa34b363-79df-434f-a5b8-be4e6898543f,modern_classical,16,3,5,9,15
9,neo-classical,fa34b363-79df-434f-a5b8-be4e6898543f,neo_classical,12,3,5,9,15
100,classical,1f9df192-a621-4f54-8850-2c5373b7eac9,classical,48,3,5,9,12
29,instrumental,1f9df192-a621-4f54-8850-2c5373b7eac9,instrumental,87,3,5,9,12
24,composers,1f9df192-a621-4f54-8850-2c5373b7eac9,composers,29,3,5,9,12
23,romantic,1f9df192-a621-4f54-8850-2c5373b7eac9,romantic,14,3,5,9,15
22,classic,1f9df192-a621-4f54-8850-2c5373b7eac9,classic,24,3,5,9,12
9,german,1f9df192-a621-4f54-8850-2c5373b7eac9,german,26,3,5,9,15
8,piano,1f9df192-a621-4f54-8850-2c5373b7eac9,piano,44,3,5,9,12
7,composer,1f9df192-a621-4f54-8850-2c5373b7eac9,composer,35,3,5,9,12
100,classic rock,c544ed4d-2390-4442-a83e-1ea2883b09c8,classic_rock,48,1,1,10,13
60,rock,c544ed4d-2390-4442-a83e-1ea2883b09c8,rock,216,2,2,3,3
39,hard rock,c544ed4d-2390-4442-a83e-1ea2883b09c8,hard_rock,58,1,1,10,13
39,70s,c544ed4d-2390-4442-a83e-1ea2883b09c8,70s,26,1,1,10,13
15,blues rock,c544ed4d-2390-4442-a83e-1ea2883b09c8,blues_rock,11,3,3,8,9
7,blues,c544ed4d-2390-4442-a83e-1ea2883b09c8,blues,20,3,3,8,9
6,american,c544ed4d-2390-4442-a83e-1ea2883b09c8,american,169,2,2,2,2
100,thrash metal,22a1f4d7-81ff-4216-ac06-3387da6bc118,thrash_metal,26,1,4,6,14
62,metal,22a1f4d7-81ff-4216-ac06-3387da6bc118,metal,168,2,2,7,10
58,groove metal,22a1f4d7-81ff-4216-ac06-3387da6bc118,groove_metal,10,3,3,8,9
31,heavy metal,22a1f4d7-81ff-4216-ac06-3387da6bc118,heavy_metal,50,1,1,10,13
24,metalcore,22a1f4d7-81ff-4216-ac06-3387da6bc118,metalcore,124,2,2,7,8
10,nu metal,22a1f4d7-81ff-4216-ac06-3387da6bc118,nu_metal,32,1,1,10,13
5,american,22a1f4d7-81ff-4216-ac06-3387da6bc118,american,169,2,2,2,2
4,alternative metal,22a1f4d7-81ff-4216-ac06-3387da6bc118,alternative_metal,24,1,1,10,13
4,rock,22a1f4d7-81ff-4216-ac06-3387da6bc118,rock,216,2,2,3,3
3,thrash,22a1f4d7-81ff-4216-ac06-3387da6bc118,thrash,10,3,3,8,9
100,hardcore,c9e0a0f5-9f53-4247-a52d-a3f29d975e17,hardcore,186,2,2,4,5
46,nyhc,c9e0a0f5-9f53-4247-a52d-a3f29d975e17,nyhc,13,3,3,5,6
24,hardcore punk,c9e0a0f5-9f53-4247-a52d-a3f29d975e17,hardcore_punk,83,1,4,6,7
12,metalcore,c9e0a0f5-9f53-4247-a52d-a3f29d975e17,metalcore,124,2,2,7,8
10,punk,c9e0a0f5-9f53-4247-a52d-a3f29d975e17,punk,108,2,2,2,2
4,oldschool hardcore,c9e0a0f5-9f53-4247-a52d-a3f29d975e17,oldschool_hardcore,16,3,3,5,6
3,metal,c9e0a0f5-9f53-4247-a52d-a3f29d975e17,metal,168,2,2,7,10
3,american,c9e0a0f5-9f53-4247-a52d-a3f29d975e17,american,169,2,2,2,2
100,jazz,8fbabd07-4b2b-4f4c-add5-680429a8c44a,jazz,33,3,3,8,9
65,funk,8fbabd07-4b2b-4f4c-add5-680429a8c44a,funk,14,3,3,8,9
6,blues,8fbabd07-4b2b-4f4c-add5-680429a8c44a,blues,20,3,3,8,9
5,instrumental,8fbabd07-4b2b-4f4c-add5-680429a8c44a,instrumental,87,3,5,9,12
100,funk,c3c82bdc-d9e7-4836-9746-c24ead47ca19,funk,14,3,3,8,9
68,pop,c3c82bdc-d9e7-4836-9746-c24ead47ca19,pop,54,1,1,10,13
68,british,c3c82bdc-d9e7-4836-9746-c24ead47ca19,british,54,1,1,10,13
57,hip-hop,c3c82bdc-d9e7-4836-9746-c24ead47ca19,hip_hop,24,3,3,8,9
17,soul,c3c82bdc-d9e7-4836-9746-c24ead47ca19,soul,23,3,3,8,9
11,hip hop,c3c82bdc-d9e7-4836-9746-c24ead47ca19,hip_hop,24,3,3,8,9
9,electronic,c3c82bdc-d9e7-4836-9746-c24ead47ca19,electronic,36,3,5,9,11
100,post-hardcore,a8397de0-fe98-42db-bf19-c26b99ead138,post_hardcore,69,1,4,6,14
44,female vocalists,a8397de0-fe98-42db-bf19-c26b99ead138,female_vocalists,31,1,1,10,13
37,british,a8397de0-fe98-42db-bf19-c26b99ead138,british,54,1,1,10,13
26,alternative rock,a8397de0-fe98-42db-bf19-c26b99ead138,alternative_rock,76,1,1,1,1
18,rock,a8397de0-fe98-42db-bf19-c26b99ead138,rock,216,2,2,3,3
6,alternative,a8397de0-fe98-42db-bf19-c26b99ead138,alternative,133,2,2,2,4
5,punk,a8397de0-fe98-42db-bf19-c26b99ead138,punk,108,2,2,2,2
5,hardcore,a8397de0-fe98-42db-bf19-c26b99ead138,hardcore,186,2,2,4,5
100,metalcore,8ef964a0-c730-455e-bc05-43e5a6f6269d,metalcore,124,2,2,7,8
36,hardcore,8ef964a0-c730-455e-bc05-43e5a6f6269d,hardcore,186,2,2,4,5
26,straight edge,8ef964a0-c730-455e-bc05-43e5a6f6269d,straight_edge,62,1,4,6,7
17,german,8ef964a0-c730-455e-bc05-43e5a6f6269d,german,26,3,5,9,15
6,metal,8ef964a0-c730-455e-bc05-43e5a6f6269d,metal,168,2,2,7,10
6,melodic death metal,8ef964a0-c730-455e-bc05-43e5a6f6269d,melodic_death_metal,31,1,4,6,14
5,death metal,8ef964a0-c730-455e-bc05-43e5a6f6269d,death_metal,44,1,4,6,14
100,soul,afdb7919-059d-43c1-b668-ba1d265e7e42,soul,23,3,3,8,9
44,funk,afdb7919-059d-43c1-b668-ba1d265e7e42,funk,14,3,3,8,9
22,rnb,afdb7919-059d-43c1-b668-ba1d265e7e42,rnb,13,3,3,8,9
8,oldies,afdb7919-059d-43c1-b668-ba1d265e7e42,oldies,19,3,3,8,9
7,70s,afdb7919-059d-43c1-b668-ba1d265e7e42,70s,26,1,1,10,13
5,pop,afdb7919-059d-43c1-b668-ba1d265e7e42,pop,54,1,1,10,13
5,60s,afdb7919-059d-43c1-b668-ba1d265e7e42,60s,15,3,3,8,9
62,electronic,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,electronic,36,3,5,9,11
42,chillout,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,chillout,16,3,3,8,9
25,electronica,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,electronica,13,3,3,8,9
10,alternative,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,alternative,133,2,2,2,4
7,british,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,british,54,1,1,10,13
6,ambient,10adbe5e-a2c0-4bf3-8249-2b4cbf6e6ca8,ambient,43,3,5,9,11
100,progressive metal,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,progressive_metal,18,3,3,8,9
51,metal,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,metal,168,2,2,7,10
48,sludge,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,sludge,12,3,3,8,9
19,metalcore,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,metalcore,124,2,2,7,8
9,hardcore,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,hardcore,186,2,2,4,5
8,heavy metal,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,heavy_metal,50,1,1,10,13
7,progressive,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,progressive,15,3,3,8,9
6,groove metal,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,groove_metal,10,3,3,8,9
29,hip-hop,e8993e9d-9313-4447-ad23-791459a3790d,hip_hop,24,3,3,8,9
16,indie,e8993e9d-9313-4447-ad23-791459a3790d,indie,74,1,1,1,1
6,hip hop,e8993e9d-9313-4447-ad23-791459a3790d,hip_hop,24,3,3,8,9
5,rap,e8993e9d-9313-4447-ad23-791459a3790d,rap,11,3,3,8,9
5,alternative,e8993e9d-9313-4447-ad23-791459a3790d,alternative,133,2,2,2,4
100,ambient,509f20b2-5df3-4aec-9bbc-002131fb3f99,ambient,43,3,5,9,11
96,contemporary classical,509f20b2-5df3-4aec-9bbc-002131fb3f99,contemporary_classical,21,3,5,9,15
75,neoclassical,509f20b2-5df3-4aec-9bbc-002131fb3f99,neoclassical,14,3,5,9,15
50,classical,509f20b2-5df3-4aec-9bbc-002131fb3f99,classical,48,3,5,9,12
37,electronic,509f20b2-5df3-4aec-9bbc-002131fb3f99,electronic,36,3,5,9,11
25,modern classical,509f20b2-5df3-4aec-9bbc-002131fb3f99,modern_classical,16,3,5,9,15
19,instrumental,509f20b2-5df3-4aec-9bbc-002131fb3f99,instrumental,87,3,5,9,12
19,neo-classical,509f20b2-5df3-4aec-9bbc-002131fb3f99,neo_classical,12,3,5,9,15
17,piano,509f20b2-5df3-4aec-9bbc-002131fb3f99,piano,44,3,5,9,12
55,metalcore,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0,metalcore,124,2,2,7,8
49,hardcore,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0,hardcore,186,2,2,4,5
30,christian,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0,christian,80,1,4,6,14
12,metal,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0,metal,168,2,2,7,10
9,rock,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0,rock,216,2,2,3,3
6,hard rock,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0,hard_rock,58,1,1,10,13
100,punk,9478e346-7c52-4780-9555-3d1577f0b905,punk,108,2,2,2,2
82,punk rock,9478e346-7c52-4780-9555-3d1577f0b905,punk_rock,70,1,1,1,1
25,rock,9478e346-7c52-4780-9555-3d1577f0b905,rock,216,2,2,3,3
13,ska,9478e346-7c52-4780-9555-3d1577f0b905,ska,11,3,3,8,9
11,alternative,9478e346-7c52-4780-9555-3d1577f0b905,alternative,133,2,2,2,4
8,pop punk,9478e346-7c52-4780-9555-3d1577f0b905,pop_punk,48,1,1,1,1
6,american,9478e346-7c52-4780-9555-3d1577f0b905,american,169,2,2,2,2
100,metalcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,metalcore,124,2,2,7,8
74,melodic hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,melodic_hardcore,61,1,4,6,7
68,hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,hardcore,186,2,2,4,5
42,post-hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,post_hardcore,69,1,4,6,14
30,melodic metalcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,melodic_metalcore,34,1,4,6,14
22,christian,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,christian,80,1,4,6,14
13,canadian,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,canadian,19,3,3,8,9
5,christian metalcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,christian_metalcore,27,1,4,6,14
4,post hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3,post_hardcore,69,1,4,6,14
100,thrash metal,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,thrash_metal,26,1,4,6,14
51,heavy metal,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,heavy_metal,50,1,1,10,13
43,metal,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,metal,168,2,2,7,10
14,thrash,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,thrash,10,3,3,8,9
6,hard rock,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,hard_rock,58,1,1,10,13
5,rock,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,rock,216,2,2,3,3
5,american,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,american,169,2,2,2,2
3,80s,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,80s,28,1,1,10,13
100,french,91e0ea6c-d168-45d4-b22a-7a57c43c5926,french,15,3,3,8,9
79,female vocalists,91e0ea6c-d168-45d4-b22a-7a57c43c5926,female_vocalists,31,1,1,10,13
58,pop,91e0ea6c-d168-45d4-b22a-7a57c43c5926,pop,54,1,1,10,13
50,singer-songwriter,91e0ea6c-d168-45d4-b22a-7a57c43c5926,singer_songwriter,46,1,1,10,13
24,indie,91e0ea6c-d168-45d4-b22a-7a57c43c5926,indie,74,1,1,1,1
100,thrash metal,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,thrash_metal,26,1,4,6,14
91,metal,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,metal,168,2,2,7,10
74,heavy metal,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,heavy_metal,50,1,1,10,13
41,hard rock,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,hard_rock,58,1,1,10,13
34,rock,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,rock,216,2,2,3,3
6,classic rock,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,classic_rock,48,1,1,10,13
6,american,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,american,169,2,2,2,2
4,thrash,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab,thrash,10,3,3,8,9
100,pop,f27ec8db-af05-4f36-916e-3d57f91ecf5e,pop,54,1,1,10,13
50,80s,f27ec8db-af05-4f36-916e-3d57f91ecf5e,80s,28,1,1,10,13
36,soul,f27ec8db-af05-4f36-916e-3d57f91ecf5e,soul,23,3,3,8,9
34,funk,f27ec8db-af05-4f36-916e-3d57f91ecf5e,funk,14,3,3,8,9
8,rock,f27ec8db-af05-4f36-916e-3d57f91ecf5e,rock,216,2,2,3,3
93,jazz,211f3cd4-6d55-4933-834c-889ad817e755,jazz,33,3,3,8,9
67,instrumental,211f3cd4-6d55-4933-834c-889ad817e755,instrumental,87,3,5,9,12
48,experimental,211f3cd4-6d55-4933-834c-889ad817e755,experimental,48,3,5,9,11
6,progressive rock,211f3cd4-6d55-4933-834c-889ad817e755,progressive_rock,18,3,3,8,9
100,hip-hop,c262b6bf-be56-4b26-bceb-42d7a27342f3,hip_hop,24,3,3,8,9
76,rock,c262b6bf-be56-4b26-bceb-42d7a27342f3,rock,216,2,2,3,3
54,alternative rock,c262b6bf-be56-4b26-bceb-42d7a27342f3,alternative_rock,76,1,1,1,1
50,rap,c262b6bf-be56-4b26-bceb-42d7a27342f3,rap,11,3,3,8,9
39,alternative,c262b6bf-be56-4b26-bceb-42d7a27342f3,alternative,133,2,2,2,4
16,american,c262b6bf-be56-4b26-bceb-42d7a27342f3,american,169,2,2,2,2
13,hip hop,c262b6bf-be56-4b26-bceb-42d7a27342f3,hip_hop,24,3,3,8,9
100,hardcore,1c38249a-59de-46c5-9b78-d9e695855086,hardcore,186,2,2,4,5
76,melodic hardcore,1c38249a-59de-46c5-9b78-d9e695855086,melodic_hardcore,61,1,4,6,7
43,hardcore punk,1c38249a-59de-46c5-9b78-d9e695855086,hardcore_punk,83,1,4,6,7
26,australian,1c38249a-59de-46c5-9b78-d9e695855086,australian,11,3,3,8,9
5,punk,1c38249a-59de-46c5-9b78-d9e695855086,punk,108,2,2,2,2
4,oldschool hardcore,1c38249a-59de-46c5-9b78-d9e695855086,oldschool_hardcore,16,3,3,5,6
100,jazz,561d854a-6a28-4aa7-8c99-323e6ce46c2a,jazz,33,3,3,8,9
18,blues,561d854a-6a28-4aa7-8c99-323e6ce46c2a,blues,20,3,3,8,9
5,instrumental,561d854a-6a28-4aa7-8c99-323e6ce46c2a,instrumental,87,3,5,9,12
100,punk rock,a11aacf5-fcbe-47f9-b065-75f4466c00ae,punk_rock,70,1,1,1,1
76,punk,a11aacf5-fcbe-47f9-b065-75f4466c00ae,punk,108,2,2,2,2
30,swedish,a11aacf5-fcbe-47f9-b065-75f4466c00ae,swedish,14,3,3,8,9
27,rock,a11aacf5-fcbe-47f9-b065-75f4466c00ae,rock,216,2,2,3,3
14,pop punk,a11aacf5-fcbe-47f9-b065-75f4466c00ae,pop_punk,48,1,1,1,1
10,alternative,a11aacf5-fcbe-47f9-b065-75f4466c00ae,alternative,133,2,2,2,4
10,hardcore,a11aacf5-fcbe-47f9-b065-75f4466c00ae,hardcore,186,2,2,4,5
6,melodic hardcore,a11aacf5-fcbe-47f9-b065-75f4466c00ae,melodic_hardcore,61,1,4,6,7
4,ska,a11aacf5-fcbe-47f9-b065-75f4466c00ae,ska,11,3,3,8,9
100,hardcore,09037f07-42bc-46ac-a1ee-37f834451fee,hardcore,186,2,2,4,5
80,hardcore punk,09037f07-42bc-46ac-a1ee-37f834451fee,hardcore_punk,83,1,4,6,7
67,punk,09037f07-42bc-46ac-a1ee-37f834451fee,punk,108,2,2,2,2
56,straight edge,09037f07-42bc-46ac-a1ee-37f834451fee,straight_edge,62,1,4,6,7
28,punk rock,09037f07-42bc-46ac-a1ee-37f834451fee,punk_rock,70,1,1,1,1
5,political,09037f07-42bc-46ac-a1ee-37f834451fee,political,13,3,3,8,9
5,80s,09037f07-42bc-46ac-a1ee-37f834451fee,80s,28,1,1,10,13
5,straight edge hardcore,09037f07-42bc-46ac-a1ee-37f834451fee,straight_edge_hardcore,21,3,3,5,6
100,worship,cfbce0f0-df83-41cd-a249-e93784473434,worship,13,3,3,8,9
78,christian,cfbce0f0-df83-41cd-a249-e93784473434,christian,80,1,4,6,14
15,alternative,cfbce0f0-df83-41cd-a249-e93784473434,alternative,133,2,2,2,4
10,female vocalists,cfbce0f0-df83-41cd-a249-e93784473434,female_vocalists,31,1,1,10,13
100,electronic,8970d868-0723-483b-a75b-51088913d3d4,electronic,36,3,5,9,11
59,ambient,8970d868-0723-483b-a75b-51088913d3d4,ambient,43,3,5,9,11
48,chillout,8970d868-0723-483b-a75b-51088913d3d4,chillout,16,3,3,8,9
36,alternative,8970d868-0723-483b-a75b-51088913d3d4,alternative,133,2,2,2,4
36,electronica,8970d868-0723-483b-a75b-51088913d3d4,electronica,13,3,3,8,9
12,pop,8970d868-0723-483b-a75b-51088913d3d4,pop,54,1,1,10,13
7,rock,8970d868-0723-483b-a75b-51088913d3d4,rock,216,2,2,3,3
100,hardcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca,hardcore,186,2,2,4,5
41,melodic hardcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca,melodic_hardcore,61,1,4,6,7
30,hardcore punk,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca,hardcore_punk,83,1,4,6,7
13,punk,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca,punk,108,2,2,2,2
12,metalcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca,metalcore,124,2,2,7,8
5,post-hardcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca,post_hardcore,69,1,4,6,14
3,american,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca,american,169,2,2,2,2
2,metal,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca,metal,168,2,2,7,10
100,metalcore,738c27db-0c6c-4b3a-b3c7-187f951ad6cd,metalcore,124,2,2,7,8
34,hardcore,738c27db-0c6c-4b3a-b3c7-187f951ad6cd,hardcore,186,2,2,4,5
7,metal,738c27db-0c6c-4b3a-b3c7-187f951ad6cd,metal,168,2,2,7,10
6,melodic death metal,738c27db-0c6c-4b3a-b3c7-187f951ad6cd,melodic_death_metal,31,1,4,6,14
4,melodic hardcore,738c27db-0c6c-4b3a-b3c7-187f951ad6cd,melodic_hardcore,61,1,4,6,7
100,hard rock,26f07661-e115-471d-a930-206f5c89d17c,hard_rock,58,1,1,10,13
59,heavy metal,26f07661-e115-471d-a930-206f5c89d17c,heavy_metal,50,1,1,10,13
44,80s,26f07661-e115-471d-a930-206f5c89d17c,80s,28,1,1,10,13
41,rock,26f07661-e115-471d-a930-206f5c89d17c,rock,216,2,2,3,3
16,metal,26f07661-e115-471d-a930-206f5c89d17c,metal,168,2,2,7,10
11,classic rock,26f07661-e115-471d-a930-206f5c89d17c,classic_rock,48,1,1,10,13
6,american,26f07661-e115-471d-a930-206f5c89d17c,american,169,2,2,2,2
100,heavy metal,57961a97-3796-4bf7-9f02-a985a8979ae9,heavy_metal,50,1,1,10,13
69,hard rock,57961a97-3796-4bf7-9f02-a985a8979ae9,hard_rock,58,1,1,10,13
44,metal,57961a97-3796-4bf7-9f02-a985a8979ae9,metal,168,2,2,7,10
32,rock,57961a97-3796-4bf7-9f02-a985a8979ae9,rock,216,2,2,3,3
9,classic rock,57961a97-3796-4bf7-9f02-a985a8979ae9,classic_rock,48,1,1,10,13
8,british,57961a97-3796-4bf7-9f02-a985a8979ae9,british,54,1,1,10,13
6,thrash metal,57961a97-3796-4bf7-9f02-a985a8979ae9,thrash_metal,26,1,4,6,14
100,folk,c44e9c22-ef82-4a77-9bcd-af6c958446d6,folk,37,1,1,10,13
76,indie,c44e9c22-ef82-4a77-9bcd-af6c958446d6,indie,74,1,1,1,1
58,british,c44e9c22-ef82-4a77-9bcd-af6c958446d6,british,54,1,1,10,13
49,acoustic,c44e9c22-ef82-4a77-9bcd-af6c958446d6,acoustic,27,1,1,10,13
9,folk rock,c44e9c22-ef82-4a77-9bcd-af6c958446d6,folk_rock,12,3,3,8,9
6,alternative,c44e9c22-ef82-4a77-9bcd-af6c958446d6,alternative,133,2,2,2,4
5,rock,c44e9c22-ef82-4a77-9bcd-af6c958446d6,rock,216,2,2,3,3
100,alternative rock,9c9f1380-2516-4fc9-a3e6-f9f61941d090,alternative_rock,76,1,1,1,1
83,rock,9c9f1380-2516-4fc9-a3e6-f9f61941d090,rock,216,2,2,3,3
70,alternative,9c9f1380-2516-4fc9-a3e6-f9f61941d090,alternative,133,2,2,2,4
57,progressive rock,9c9f1380-2516-4fc9-a3e6-f9f61941d090,progressive_rock,18,3,3,8,9
43,indie,9c9f1380-2516-4fc9-a3e6-f9f61941d090,indie,74,1,1,1,1
21,british,9c9f1380-2516-4fc9-a3e6-f9f61941d090,british,54,1,1,10,13
12,indie rock,9c9f1380-2516-4fc9-a3e6-f9f61941d090,indie_rock,27,1,1,10,13
4,progressive,9c9f1380-2516-4fc9-a3e6-f9f61941d090,progressive,15,3,3,8,9
100,punk,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2,punk,108,2,2,2,2
92,punk rock,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2,punk_rock,70,1,1,1,1
