count,name,artist_mbid
51,metal,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
48,sludge,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
32,sludge metal,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
19,metalcore,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
9,hardcore,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
8,heavy metal,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
7,whalecore,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
7,progressive,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
6,groove metal,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727
100,reggae,e8993e9d-9313-4447-ad23-791459a3790d
33,jewish,e8993e9d-9313-4447-ad23-791459a3790d
29,hip-hop,e8993e9d-9313-4447-ad23-791459a3790d
22,hasidic reggae,e8993e9d-9313-4447-ad23-791459a3790d
16,indie,e8993e9d-9313-4447-ad23-791459a3790d
6,hip hop,e8993e9d-9313-4447-ad23-791459a3790d
6,dub,e8993e9d-9313-4447-ad23-791459a3790d
5,rap,e8993e9d-9313-4447-ad23-791459a3790d
5,alternative,e8993e9d-9313-4447-ad23-791459a3790d
4,matisyahu,e8993e9d-9313-4447-ad23-791459a3790d
100,ambient,509f20b2-5df3-4aec-9bbc-002131fb3f99
96,contemporary classical,509f20b2-5df3-4aec-9bbc-002131fb3f99
75,neoclassical,509f20b2-5df3-4aec-9bbc-002131fb3f99
50,classical,509f20b2-5df3-4aec-9bbc-002131fb3f99
37,electronic,509f20b2-5df3-4aec-9bbc-002131fb3f99
25,modern classical,509f20b2-5df3-4aec-9bbc-002131fb3f99
20,post-classical,509f20b2-5df3-4aec-9bbc-002131fb3f99
19,instrumental,509f20b2-5df3-4aec-9bbc-002131fb3f99
19,neo-classical,509f20b2-5df3-4aec-9bbc-002131fb3f99
17,piano,509f20b2-5df3-4aec-9bbc-002131fb3f99
100,southern rock,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
55,metalcore,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
49,hardcore,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
34,southern hardcore,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
30,christian,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
16,southern metal,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
12,metal,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
9,rock,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
6,southern,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
6,hard rock,2ffdc2cd-d25c-44e3-9b85-65a26c0d9bb0
100,punk,9478e346-7c52-4780-9555-3d1577f0b905
82,punk rock,9478e346-7c52-4780-9555-3d1577f0b905
55,covers,9478e346-7c52-4780-9555-3d1577f0b905
37,punk covers,9478e346-7c52-4780-9555-3d1577f0b905
25,rock,9478e346-7c52-4780-9555-3d1577f0b905
13,ska,9478e346-7c52-4780-9555-3d1577f0b905
11,alternative,9478e346-7c52-4780-9555-3d1577f0b905
11,cover,9478e346-7c52-4780-9555-3d1577f0b905
8,pop punk,9478e346-7c52-4780-9555-3d1577f0b905
6,american,9478e346-7c52-4780-9555-3d1577f0b905
100,metalcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
74,melodic hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
68,hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
42,post-hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
30,melodic metalcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
22,christian,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
13,canadian,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
10,spirit filled hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
5,christian metalcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
4,post hardcore,5d12d0dc-d0e7-4bc4-a6d8-4faa1da8fed3
100,thrash metal,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
51,heavy metal,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
43,metal,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
31,speed metal,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
14,thrash,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
6,hard rock,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
5,rock,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
5,american,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
4,megadeth,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
3,80s,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e
100,french,91e0ea6c-d168-45d4-b22a-7a57c43c5926
79,female vocalists,91e0ea6c-d168-45d4-b22a-7a57c43c5926
58,pop,91e0ea6c-d168-45d4-b22a-7a57c43c5926
50,singer-songwriter,91e0ea6c-d168-45d4-b22a-7a57c43c5926
24,indie,91e0ea6c-d168-45d4-b22a-7a57c43c5926
22,chanson,91e0ea6c-d168-45d4-b22a-7a57c43c5926
22,retro,91e0ea6c-d168-45d4-b22a-7a57c43c5926
20,misc,91e0ea6c-d168-45d4-b22a-7a57c43c5926
20,all,91e0ea6c-d168-45d4-b22a-7a57c43c5926
20,moist,91e0ea6c-d168-45d4-b22a-7a57c43c5926
100,thrash metal,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
91,metal,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
74,heavy metal,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
41,hard rock,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
34,rock,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
10,metallica,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
8,speed metal,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
6,classic rock,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
6,american,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
4,thrash,65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab
100,pop,f27ec8db-af05-4f36-916e-3d57f91ecf5e
50,80s,f27ec8db-af05-4f36-916e-3d57f91ecf5e
41,dance,f27ec8db-af05-4f36-916e-3d57f91ecf5e
36,soul,f27ec8db-af05-4f36-916e-3d57f91ecf5e
34,funk,f27ec8db-af05-4f36-916e-3d57f91ecf5e
10,king of pop,f27ec8db-af05-4f36-916e-3d57f91ecf5e
10,michael jackson,f27ec8db-af05-4f36-916e-3d57f91ecf5e
8,rock,f27ec8db-af05-4f36-916e-3d57f91ecf5e
7,disco,f27ec8db-af05-4f36-916e-3d57f91ecf5e
7,legend,f27ec8db-af05-4f36-916e-3d57f91ecf5e
100,bass,211f3cd4-6d55-4933-834c-889ad817e755
93,jazz,211f3cd4-6d55-4933-834c-889ad817e755
67,instrumental,211f3cd4-6d55-4933-834c-889ad817e755
62,fusion,211f3cd4-6d55-4933-834c-889ad817e755
48,experimental,211f3cd4-6d55-4933-834c-889ad817e755
18,jazz fusion,211f3cd4-6d55-4933-834c-889ad817e755
12,bass virtuoso,211f3cd4-6d55-4933-834c-889ad817e755
9,fretless bass,211f3cd4-6d55-4933-834c-889ad817e755
8,virtuoso,211f3cd4-6d55-4933-834c-889ad817e755
6,progressive rock,211f3cd4-6d55-4933-834c-889ad817e755
100,hip-hop,c262b6bf-be56-4b26-bceb-42d7a27342f3
76,rock,c262b6bf-be56-4b26-bceb-42d7a27342f3
54,alternative rock,c262b6bf-be56-4b26-bceb-42d7a27342f3
50,rap,c262b6bf-be56-4b26-bceb-42d7a27342f3
39,alternative,c262b6bf-be56-4b26-bceb-42d7a27342f3
28,alternative rap,c262b6bf-be56-4b26-bceb-42d7a27342f3
16,american,c262b6bf-be56-4b26-bceb-42d7a27342f3
14,linkin park,c262b6bf-be56-4b26-bceb-42d7a27342f3
13,hip hop,c262b6bf-be56-4b26-bceb-42d7a27342f3
13,rapcore,c262b6bf-be56-4b26-bceb-42d7a27342f3
100,hardcore,1c38249a-59de-46c5-9b78-d9e695855086
76,melodic hardcore,1c38249a-59de-46c5-9b78-d9e695855086
43,hardcore punk,1c38249a-59de-46c5-9b78-d9e695855086
26,australian,1c38249a-59de-46c5-9b78-d9e695855086
23,australian hardcore,1c38249a-59de-46c5-9b78-d9e695855086
5,punk,1c38249a-59de-46c5-9b78-d9e695855086
4,old school hardcore,1c38249a-59de-46c5-9b78-d9e695855086
4,oldschool hardcore,1c38249a-59de-46c5-9b78-d9e695855086
3,youth crew,1c38249a-59de-46c5-9b78-d9e695855086
3,aussie,1c38249a-59de-46c5-9b78-d9e695855086
100,jazz,561d854a-6a28-4aa7-8c99-323e6ce46c2a
30,trumpet,561d854a-6a28-4aa7-8c99-323e6ce46c2a
25,fusion,561d854a-6a28-4aa7-8c99-323e6ce46c2a
24,bebop,561d854a-6a28-4aa7-8c99-323e6ce46c2a
18,blues,561d854a-6a28-4aa7-8c99-323e6ce46c2a
9,cool jazz,561d854a-6a28-4aa7-8c99-323e6ce46c2a
6,jazz fusion,561d854a-6a28-4aa7-8c99-323e6ce46c2a
5,instrumental,561d854a-6a28-4aa7-8c99-323e6ce46c2a
4,miles davis,561d854a-6a28-4aa7-8c99-323e6ce46c2a
4,cool,561d854a-6a28-4aa7-8c99-323e6ce46c2a
100,punk rock,a11aacf5-fcbe-47f9-b065-75f4466c00ae
76,punk,a11aacf5-fcbe-47f9-b065-75f4466c00ae
49,skate punk,a11aacf5-fcbe-47f9-b065-75f4466c00ae
30,swedish,a11aacf5-fcbe-47f9-b065-75f4466c00ae
27,rock,a11aacf5-fcbe-47f9-b065-75f4466c00ae
14,pop punk,a11aacf5-fcbe-47f9-b065-75f4466c00ae
10,alternative,a11aacf5-fcbe-47f9-b065-75f4466c00ae
10,hardcore,a11aacf5-fcbe-47f9-b065-75f4466c00ae
6,melodic hardcore,a11aacf5-fcbe-47f9-b065-75f4466c00ae
4,ska,a11aacf5-fcbe-47f9-b065-75f4466c00ae
100,hardcore,09037f07-42bc-46ac-a1ee-37f834451fee
80,hardcore punk,09037f07-42bc-46ac-a1ee-37f834451fee
67,punk,09037f07-42bc-46ac-a1ee-37f834451fee
56,straight edge,09037f07-42bc-46ac-a1ee-37f834451fee
28,punk rock,09037f07-42bc-46ac-a1ee-37f834451fee
5,dischord,09037f07-42bc-46ac-a1ee-37f834451fee
5,old school hardcore,09037f07-42bc-46ac-a1ee-37f834451fee
5,political,09037f07-42bc-46ac-a1ee-37f834451fee
5,80s,09037f07-42bc-46ac-a1ee-37f834451fee
5,straight edge hardcore,09037f07-42bc-46ac-a1ee-37f834451fee
100,worship,cfbce0f0-df83-41cd-a249-e93784473434
78,christian,cfbce0f0-df83-41cd-a249-e93784473434
46,prophetic,cfbce0f0-df83-41cd-a249-e93784473434
34,prayer,cfbce0f0-df83-41cd-a249-e93784473434
29,ihop,cfbce0f0-df83-41cd-a249-e93784473434
15,alternative,cfbce0f0-df83-41cd-a249-e93784473434
13,prophetic worship,cfbce0f0-df83-41cd-a249-e93784473434
12,modern worship,cfbce0f0-df83-41cd-a249-e93784473434
10,female vocalists,cfbce0f0-df83-41cd-a249-e93784473434
9,international house of prayer,cfbce0f0-df83-41cd-a249-e93784473434
100,electronic,8970d868-0723-483b-a75b-51088913d3d4
59,ambient,8970d868-0723-483b-a75b-51088913d3d4
48,chillout,8970d868-0723-483b-a75b-51088913d3d4
36,alternative,8970d868-0723-483b-a75b-51088913d3d4
36,electronica,8970d868-0723-483b-a75b-51088913d3d4
14,dance,8970d868-0723-483b-a75b-51088913d3d4
12,pop,8970d868-0723-483b-a75b-51088913d3d4
7,techno,8970d868-0723-483b-a75b-51088913d3d4
7,rock,8970d868-0723-483b-a75b-51088913d3d4
6,moby,8970d868-0723-483b-a75b-51088913d3d4
100,hardcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
41,melodic hardcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
30,hardcore punk,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
13,punk,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
12,metalcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
5,post-hardcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
4,modern hardcore,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
3,american,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
3,iowa,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
2,metal,1bfdbf9d-e241-4ad7-8283-a3a7904bb6ca
100,metalcore,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
34,hardcore,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
20,belgian,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
20,h8000,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
13,belgium,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
7,metal,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
6,melodic death metal,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
5,belgian hardcore,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
5,h8000 hardcore,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
4,melodic hardcore,738c27db-0c6c-4b3a-b3c7-187f951ad6cd
100,hard rock,26f07661-e115-471d-a930-206f5c89d17c
59,heavy metal,26f07661-e115-471d-a930-206f5c89d17c
58,hair metal,26f07661-e115-471d-a930-206f5c89d17c
44,80s,26f07661-e115-471d-a930-206f5c89d17c
41,rock,26f07661-e115-471d-a930-206f5c89d17c
25,glam metal,26f07661-e115-471d-a930-206f5c89d17c
18,glam rock,26f07661-e115-471d-a930-206f5c89d17c
16,metal,26f07661-e115-471d-a930-206f5c89d17c
11,classic rock,26f07661-e115-471d-a930-206f5c89d17c
6,american,26f07661-e115-471d-a930-206f5c89d17c
100,heavy metal,57961a97-3796-4bf7-9f02-a985a8979ae9
69,hard rock,57961a97-3796-4bf7-9f02-a985a8979ae9
44,metal,57961a97-3796-4bf7-9f02-a985a8979ae9
36,speed metal,57961a97-3796-4bf7-9f02-a985a8979ae9
32,rock,57961a97-3796-4bf7-9f02-a985a8979ae9
9,classic rock,57961a97-3796-4bf7-9f02-a985a8979ae9
8,british,57961a97-3796-4bf7-9f02-a985a8979ae9
8,rock n roll,57961a97-3796-4bf7-9f02-a985a8979ae9
6,thrash metal,57961a97-3796-4bf7-9f02-a985a8979ae9
6,nwobhm,57961a97-3796-4bf7-9f02-a985a8979ae9
100,folk,c44e9c22-ef82-4a77-9bcd-af6c958446d6
76,indie,c44e9c22-ef82-4a77-9bcd-af6c958446d6
58,british,c44e9c22-ef82-4a77-9bcd-af6c958446d6
49,acoustic,c44e9c22-ef82-4a77-9bcd-af6c958446d6
36,bluegrass,c44e9c22-ef82-4a77-9bcd-af6c958446d6
11,indie folk,c44e9c22-ef82-4a77-9bcd-af6c958446d6
9,folk rock,c44e9c22-ef82-4a77-9bcd-af6c958446d6
6,alternative,c44e9c22-ef82-4a77-9bcd-af6c958446d6
5,rock,c44e9c22-ef82-4a77-9bcd-af6c958446d6
5,alt-country,c44e9c22-ef82-4a77-9bcd-af6c958446d6
100,alternative rock,9c9f1380-2516-4fc9-a3e6-f9f61941d090
83,rock,9c9f1380-2516-4fc9-a3e6-f9f61941d090
70,alternative,9c9f1380-2516-4fc9-a3e6-f9f61941d090
57,progressive rock,9c9f1380-2516-4fc9-a3e6-f9f61941d090
43,indie,9c9f1380-2516-4fc9-a3e6-f9f61941d090
21,british,9c9f1380-2516-4fc9-a3e6-f9f61941d090
12,indie rock,9c9f1380-2516-4fc9-a3e6-f9f61941d090
10,britpop,9c9f1380-2516-4fc9-a3e6-f9f61941d090
10,muse,9c9f1380-2516-4fc9-a3e6-f9f61941d090
4,progressive,9c9f1380-2516-4fc9-a3e6-f9f61941d090
100,punk,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
92,punk rock,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
69,pop punk,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
40,rock,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
25,christian,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
14,alternative,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
8,pop-punk,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
8,emo,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
6,hardcore,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
6,mxpx,3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2
100,french,18b23026-ed29-445a-9bb4-4e86598ab5a9
80,pop,18b23026-ed29-445a-9bb4-4e86598ab5a9
77,female vocalists,18b23026-ed29-445a-9bb4-4e86598ab5a9
41,french pop,18b23026-ed29-445a-9bb4-4e86598ab5a9
37,chanson francaise,18b23026-ed29-445a-9bb4-4e86598ab5a9
7,mylene farmer,18b23026-ed29-445a-9bb4-4e86598ab5a9
7,electronic,18b23026-ed29-445a-9bb4-4e86598ab5a9
6,chanson,18b23026-ed29-445a-9bb4-4e86598ab5a9
6,alternative,18b23026-ed29-445a-9bb4-4e86598ab5a9
6,melancholic,18b23026-ed29-445a-9bb4-4e86598ab5a9
100,grindcore,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
78,hardcore,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
59,powerviolence,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
55,crust,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
32,hardcore punk,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
7,american,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
7,crust punk,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
6,entombedcore,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
5,punk,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
5,usa,a7d9c5f6-751d-4ea5-bf6d-39f1751d44a1
100,jazz,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
50,swing,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
39,blues,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
37,oldies,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
31,jazz vocal,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
11,vocal jazz,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
8,male vocalists,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
7,nat king cole,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
7,easy listening,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
5,american,fbe054ec-a143-4101-9e9e-64abc5ff5ac9
100,classic rock,75167b8b-44e4-407b-9d35-effe87b223cf
86,singer-songwriter,75167b8b-44e4-407b-9d35-effe87b223cf
79,rock,75167b8b-44e4-407b-9d35-effe87b223cf
77,folk,75167b8b-44e4-407b-9d35-effe87b223cf
62,folk rock,75167b8b-44e4-407b-9d35-effe87b223cf
24,canadian,75167b8b-44e4-407b-9d35-effe87b223cf
12,country,75167b8b-44e4-407b-9d35-effe87b223cf
10,alt-country,75167b8b-44e4-407b-9d35-effe87b223cf
8,neil young,75167b8b-44e4-407b-9d35-effe87b223cf
8,70s,75167b8b-44e4-407b-9d35-effe87b223cf
100,neofolk,d14da7df-80bc-48fb-ab15-81db998b1c45
52,dark folk,d14da7df-80bc-48fb-ab15-81db998b1c45
46,folk,d14da7df-80bc-48fb-ab15-81db998b1c45
35,acoustic,d14da7df-80bc-48fb-ab15-81db998b1c45
27,german,d14da7df-80bc-48fb-ab15-81db998b1c45
6,apocalyptic folk,d14da7df-80bc-48fb-ab15-81db998b1c45
5,instrumental,d14da7df-80bc-48fb-ab15-81db998b1c45
5,germany,d14da7df-80bc-48fb-ab15-81db998b1c45
4,atmospheric,d14da7df-80bc-48fb-ab15-81db998b1c45
3,melancholic,d14da7df-80bc-48fb-ab15-81db998b1c45
100,pop punk,6acb932e-840d-47ac-8e0d-725ad8a6e52c
62,punk,6acb932e-840d-47ac-8e0d-725ad8a6e52c
56,punk rock,6acb932e-840d-47ac-8e0d-725ad8a6e52c
42,rock,6acb932e-840d-47ac-8e0d-725ad8a6e52c
30,emo,6acb932e-840d-47ac-8e0d-725ad8a6e52c
15,alternative,6acb932e-840d-47ac-8e0d-725ad8a6e52c
13,pop-punk,6acb932e-840d-47ac-8e0d-725ad8a6e52c
7,alternative rock,6acb932e-840d-47ac-8e0d-725ad8a6e52c
5,hardcore,6acb932e-840d-47ac-8e0d-725ad8a6e52c
5,new found glory,6acb932e-840d-47ac-8e0d-725ad8a6e52c
100,symphonic metal,00a9f935-ba93-4fc8-a33a-993abe9c936b
56,power metal,00a9f935-ba93-4fc8-a33a-993abe9c936b
54,gothic metal,00a9f935-ba93-4fc8-a33a-993abe9c936b
45,metal,00a9f935-ba93-4fc8-a33a-993abe9c936b
36,female fronted metal,00a9f935-ba93-4fc8-a33a-993abe9c936b
22,finnish,00a9f935-ba93-4fc8-a33a-993abe9c936b
13,female vocalists,00a9f935-ba93-4fc8-a33a-993abe9c936b
13,gothic,00a9f935-ba93-4fc8-a33a-993abe9c936b
7,symphonic power metal,00a9f935-ba93-4fc8-a33a-993abe9c936b
7,rock,00a9f935-ba93-4fc8-a33a-993abe9c936b
100,piano,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
92,ambient,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
73,contemporary classical,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
68,modern classical,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
61,instrumental,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
17,neoclassical,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
17,german,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
11,classical,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
9,post-classical,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
8,neo-classical,d03a54bc-6e07-4c04-a8d4-7fbf2bd07a01
100,hardcore,64a937d6-435d-4d97-be9c-28d6e569eb59
32,metalcore,64a937d6-435d-4d97-be9c-28d6e569eb59
27,christian,64a937d6-435d-4d97-be9c-28d6e569eb59
25,christian hardcore,64a937d6-435d-4d97-be9c-28d6e569eb59
7,american,64a937d6-435d-4d97-be9c-28d6e569eb59
7,facedown records,64a937d6-435d-4d97-be9c-28d6e569eb59
5,hardcore punk,64a937d6-435d-4d97-be9c-28d6e569eb59
4,san diego,64a937d6-435d-4d97-be9c-28d6e569eb59
3,metal,64a937d6-435d-4d97-be9c-28d6e569eb59
3,straight edge,64a937d6-435d-4d97-be9c-28d6e569eb59
100,hardcore,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
30,hardcore punk,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
19,oldschool hardcore,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
15,nyhc,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
14,dutch,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
5,straight edge,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
4,new school hardcore,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
3,punk,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
2,netherlands,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
2,old school,77eb5e63-d3a1-4f57-98ea-4d6a2b036258
100,punk rock,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
99,punk,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
46,pop punk,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
29,rock,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
25,alternative,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
14,melodic hardcore,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
11,skate punk,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
9,hardcore,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
8,melodic punk,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
8,emo,d7bd0fad-2f06-4936-89ad-60c5b6ada3c1
100,metalcore,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
35,hardcore,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
25,christian,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
24,metal,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
17,christian metalcore,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
7,american,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
6,melodic metalcore,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
4,christian metal,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
3,death metal,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
3,christian hardcore,0eac5ca2-60e4-4f5f-ac99-1c262d9c43ea
100,punk,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
80,punk rock,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
27,ska punk,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
23,ska,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
19,rock,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
9,skate punk,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
9,hardcore,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
6,alternative,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
5,pop punk,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
5,political,dcaa4f81-bfb7-44eb-8594-4e74f004b6e4
100,jazz,985c709c-7771-4de3-9024-7bda29ebe3f9
69,female vocalists,985c709c-7771-4de3-9024-7bda29ebe3f9
47,blues,985c709c-7771-4de3-9024-7bda29ebe3f9
38,singer-songwriter,985c709c-7771-4de3-9024-7bda29ebe3f9
26,pop,985c709c-7771-4de3-9024-7bda29ebe3f9
12,soul,985c709c-7771-4de3-9024-7bda29ebe3f9
9,norah jones,985c709c-7771-4de3-9024-7bda29ebe3f9
7,female,985c709c-7771-4de3-9024-7bda29ebe3f9
6,vocal jazz,985c709c-7771-4de3-9024-7bda29ebe3f9
5,piano,985c709c-7771-4de3-9024-7bda29ebe3f9
100,hardcore,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
96,metalcore,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
56,mathcore,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
37,christian,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
27,metal,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
20,chaotic hardcore,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
17,screamo,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
13,post-hardcore,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
6,rock,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
5,chaotic metalcore,a02b1a45-271c-4bc3-9d82-68bb896cb5fd
100,folk,a7fc0b6e-82af-466d-b703-ef6b60703473
77,acoustic,a7fc0b6e-82af-466d-b703-ef6b60703473
48,canadian,a7fc0b6e-82af-466d-b703-ef6b60703473
43,folk rock,a7fc0b6e-82af-466d-b703-ef6b60703473
39,singer-songwriter,a7fc0b6e-82af-466d-b703-ef6b60703473
5,indie,a7fc0b6e-82af-466d-b703-ef6b60703473
5,canada,a7fc0b6e-82af-466d-b703-ef6b60703473
5,toronto,a7fc0b6e-82af-466d-b703-ef6b60703473
